,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,smiles,target_chembl_id,target_organism,standard_type,standard_units,relation,standard_value,error
7945,5080406,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL656,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,CHEMBL3879801,Homo sapiens,Fu,%,=,55.00000000000001,
7946,5080408,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL850,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,CHEMBL3879801,Homo sapiens,Fu,%,=,55.00000000000001,
7947,5080410,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,55.00000000000001,
7948,5080412,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL134,Clc1cccc(Cl)c1NC1=NCCN1,CHEMBL3879801,Homo sapiens,Fu,%,=,56.00000000000001,
7949,5080420,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1535,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL3879801,Homo sapiens,Fu,%,=,56.99999999999999,
7950,5080430,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL407,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CHEMBL3879801,Homo sapiens,Fu,%,=,57.99999999999999,
7951,5080434,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL500,CC(C)NCC(O)COc1cccc2[nH]ccc12,CHEMBL3879801,Homo sapiens,Fu,%,=,57.99999999999999,
7952,5080437,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1687,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C.[Cl-],CHEMBL3879801,Homo sapiens,Fu,%,=,57.99999999999999,
7953,5080441,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL3301800,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,CHEMBL3879801,Homo sapiens,Fu,%,=,59.0,
7954,5080443,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1591,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,CHEMBL3879801,Homo sapiens,Fu,%,=,59.0,
7955,5080444,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL768,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,59.0,
7956,5080450,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1505,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,CHEMBL3879801,Homo sapiens,Fu,%,=,60.0,
7957,5080452,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL399510,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,CHEMBL3879801,Homo sapiens,Fu,%,=,60.0,
7958,5080453,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,CHEMBL3879801,Homo sapiens,Fu,%,=,60.0,
7959,5080454,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL766,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,60.0,
7960,5080456,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL533,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,60.0,
7961,5080459,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL86,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CHEMBL3879801,Homo sapiens,Fu,%,=,60.0,
7962,5080460,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL32,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL3879801,Homo sapiens,Fu,%,=,60.0,
7963,5080463,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL636,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,CHEMBL3879801,Homo sapiens,Fu,%,=,60.0,
7964,5080473,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL517712,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,CHEMBL3879801,Homo sapiens,Fu,%,=,61.0,
7965,5080475,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL107,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,CHEMBL3879801,Homo sapiens,Fu,%,=,61.0,
7966,5080476,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1130,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,CHEMBL3879801,Homo sapiens,Fu,%,=,61.0,
7967,5080478,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1355736,Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,CHEMBL3879801,Homo sapiens,Fu,%,=,61.0,
7968,5080482,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL520642,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,CHEMBL3879801,Homo sapiens,Fu,%,=,62.0,
7969,5080483,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1201248,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,CHEMBL3879801,Homo sapiens,Fu,%,=,62.0,
7970,5080484,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL577,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,62.0,
7971,5080491,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1422,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,CHEMBL3879801,Homo sapiens,Fu,%,=,62.0,
7972,5080492,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL471,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,62.0,
7973,5080493,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL403,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,CHEMBL3879801,Homo sapiens,Fu,%,=,62.0,
7974,5080497,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL17350,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,CHEMBL3879801,Homo sapiens,Fu,%,=,63.0,
7975,5080503,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL113,Cn1c(=O)c2c(ncn2C)n(C)c1=O,CHEMBL3879801,Homo sapiens,Fu,%,=,64.0,
7976,5080504,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL608806,CCOC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,CHEMBL3879801,Homo sapiens,Fu,%,=,64.0,
7977,5080505,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL185,O=c1[nH]cc(F)c(=O)[nH]1,CHEMBL3879801,Homo sapiens,Fu,%,=,64.0,
7978,5080509,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL83063,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,64.0,
7979,5080515,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1537,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,65.0,
7980,5080519,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1739,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-],CHEMBL3879801,Homo sapiens,Fu,%,=,65.0,
7981,5080520,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL70,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,CHEMBL3879801,Homo sapiens,Fu,%,=,65.0,
7982,5080521,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL982,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,CHEMBL3879801,Homo sapiens,Fu,%,=,65.0,
7983,5080522,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL3183075,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,CHEMBL3879801,Homo sapiens,Fu,%,=,65.0,
7984,5080526,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL372795,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,CHEMBL3879801,Homo sapiens,Fu,%,=,65.0,
7985,5080527,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL84,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,CHEMBL3879801,Homo sapiens,Fu,%,=,65.0,
7986,5080530,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL645,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,66.0,
7987,5080532,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL248702,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,CHEMBL3879801,Homo sapiens,Fu,%,=,66.0,
7988,5080546,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,68.0,
7989,5080558,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL126,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,CHEMBL3879801,Homo sapiens,Fu,%,=,69.0,
7990,5080562,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL505,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,CHEMBL3879801,Homo sapiens,Fu,%,=,70.0,
7991,5080563,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL8,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CHEMBL3879801,Homo sapiens,Fu,%,=,70.0,
7992,5080564,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL485,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,CHEMBL3879801,Homo sapiens,Fu,%,=,70.0,
7993,5080567,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1751,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,CHEMBL3879801,Homo sapiens,Fu,%,=,70.0,
7994,5080573,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1731,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,70.0,
7995,5080574,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1182833,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,CHEMBL3879801,Homo sapiens,Fu,%,=,70.0,
7996,5080576,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1278,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,CHEMBL3879801,Homo sapiens,Fu,%,=,70.0,
7997,5080582,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1079,Clc1ccc2nsnc2c1NC1=NCCN1,CHEMBL3879801,Homo sapiens,Fu,%,=,70.0,
7998,5080585,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL262777,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,CHEMBL3879801,Homo sapiens,Fu,%,=,70.0,
7999,5080590,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL434,CC(C)NCC(O)c1ccc(O)c(O)c1,CHEMBL3879801,Homo sapiens,Fu,%,=,71.0,
8000,5080595,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1614658,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,72.0,
8001,5080596,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL528,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,CHEMBL3879801,Homo sapiens,Fu,%,=,72.0,
8002,5080597,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL6622,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],CHEMBL3879801,Homo sapiens,Fu,%,=,72.0,
8003,5080599,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1194,CCCNC(C)C(=O)Nc1ccccc1C,CHEMBL3879801,Homo sapiens,Fu,%,=,72.0,
8004,5080602,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1560,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,73.0,
8005,5080604,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL996,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,CHEMBL3879801,Homo sapiens,Fu,%,=,73.0,
8006,5080606,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL6273,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,CHEMBL3879801,Homo sapiens,Fu,%,=,73.0,
8007,5080607,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL314437,CCC1(c2cccc(O)c2)CCCCN(C)C1,CHEMBL3879801,Homo sapiens,Fu,%,=,73.0,
8008,5080609,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,73.0,
8009,5080613,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL642,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,CHEMBL3879801,Homo sapiens,Fu,%,=,74.0,
8010,5080624,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1174,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,CHEMBL3879801,Homo sapiens,Fu,%,=,75.0,
8011,5080627,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL5315124,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,CHEMBL3879801,Homo sapiens,Fu,%,=,75.0,
8012,5080629,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CHEMBL3879801,Homo sapiens,Fu,%,=,75.0,
8013,5080630,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL267648,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,CHEMBL3879801,Homo sapiens,Fu,%,=,75.0,
8014,5080633,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1760,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,CHEMBL3879801,Homo sapiens,Fu,%,=,75.0,
8015,5080635,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1185,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,CHEMBL3879801,Homo sapiens,Fu,%,=,75.0,
8016,5080639,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1568,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL3879801,Homo sapiens,Fu,%,=,76.0,
8017,5080641,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1009,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,76.0,
8018,5080643,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL923,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,76.0,
8019,5080650,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL86882,CCNCC(O)c1cccc(O)c1,CHEMBL3879801,Homo sapiens,Fu,%,=,77.0,
8020,5080651,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL86304,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,77.0,
8021,5080657,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,CHEMBL3879801,Homo sapiens,Fu,%,=,78.0,
8022,5080658,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL2103764,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1,CHEMBL3879801,Homo sapiens,Fu,%,=,78.0,
8023,5080659,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL30,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,CHEMBL3879801,Homo sapiens,Fu,%,=,78.0,
8024,5080665,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,CHEMBL3879801,Homo sapiens,Fu,%,=,78.0,
8025,5080667,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL4303669,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,78.0,
8026,5080671,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,79.0,
8027,5080672,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1619,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,CHEMBL3879801,Homo sapiens,Fu,%,=,79.0,
8028,5080676,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL19019,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,CHEMBL3879801,Homo sapiens,Fu,%,=,79.0,
8029,5080680,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL405,CC(N)Cc1ccccc1,CHEMBL3879801,Homo sapiens,Fu,%,=,80.0,
8030,5080681,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL316157,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,CHEMBL3879801,Homo sapiens,Fu,%,=,80.0,
8031,5080685,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL826,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,CHEMBL3879801,Homo sapiens,Fu,%,=,80.0,
8032,5080688,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL31,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CHEMBL3879801,Homo sapiens,Fu,%,=,80.0,
8033,5080694,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1201112,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,CHEMBL3879801,Homo sapiens,Fu,%,=,80.0,
8034,5080697,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1220,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,CHEMBL3879801,Homo sapiens,Fu,%,=,80.0,
8035,5080698,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1237044,COc1cccc(C2(O)CCCCC2CN(C)C)c1,CHEMBL3879801,Homo sapiens,Fu,%,=,80.0,
8036,5080700,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL129,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,CHEMBL3879801,Homo sapiens,Fu,%,=,80.0,
8037,5080708,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL50882,Nc1n[n+]([O-])c2ccccc2[n+]1[O-],CHEMBL3879801,Homo sapiens,Fu,%,=,81.0,
8038,5080709,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1200937,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,CHEMBL3879801,Homo sapiens,Fu,%,=,82.0,
8039,5080722,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,CHEMBL3879801,Homo sapiens,Fu,%,=,83.0,
8040,5080724,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL128,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,CHEMBL3879801,Homo sapiens,Fu,%,=,83.0,
8041,5080730,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL902,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,CHEMBL3879801,Homo sapiens,Fu,%,=,84.0,
8042,5080732,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1540,Nc1nc(O)c2ncn(CCC(CO)CO)c2n1,CHEMBL3879801,Homo sapiens,Fu,%,=,84.0,
8043,5080734,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL640,CCN(CC)CCNC(=O)c1ccc(N)cc1,CHEMBL3879801,Homo sapiens,Fu,%,=,84.0,
8044,5080736,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL184,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,CHEMBL3879801,Homo sapiens,Fu,%,=,85.0,
8045,5080737,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,85.0,
8046,5080738,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL174,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,85.0,
8047,5080741,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1727,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,CHEMBL3879801,Homo sapiens,Fu,%,=,85.0,
8048,5080743,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL666,O=C(O)P(=O)(O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,85.0,
8049,5080744,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1279,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,CHEMBL3879801,Homo sapiens,Fu,%,=,85.0,
8050,5080746,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1425,Sc1ncnc2nc[nH]c12,CHEMBL3879801,Homo sapiens,Fu,%,=,85.0,
8051,5080747,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL1201201,CN[C@@H](C)Cc1ccccc1,CHEMBL3879801,Homo sapiens,Fu,%,=,85.0,
8052,5080748,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL459,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,CHEMBL3879801,Homo sapiens,Fu,%,=,85.0,
8053,5080749,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,CHEMBL3879801,Homo sapiens,Fu,%,=,85.0,
8054,5080754,CHEMBL1614672,Fraction unbound in human after iv administration,A,CHEMBL398707,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,CHEMBL3879801,Homo sapiens,Fu,%,=,86.0,
