,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,smiles,target_chembl_id,target_organism,standard_type,standard_units,relation,standard_value,error
10107,18861487,CHEMBL4308793,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4528514,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1CC(C)(C)F,CHEMBL612558,Homo sapiens,Fu,%,=,0.22999999999999998,
10108,18861488,CHEMBL4308793,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4591926,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@](C)(c2c(F)cc(OCCN3CC(CF)C3)cc2F)N1CC(C)(C)F,CHEMBL612558,Homo sapiens,Fu,%,=,0.05,
10109,18861489,CHEMBL4308793,Fraction unbound in human plasma by equilibrium dialysis method,A,CHEMBL4516412,CC(C)(F)CN1[C@@H]2CCC[C@@]1(c1c(F)cc(OCCN3CC(CF)C3)cc1F)c1[nH]c3ccccc3c1C2,CHEMBL612558,Homo sapiens,Fu,%,=,0.16999999999999998,
10110,18873628,CHEMBL4310455,Fraction unbound in human plasma after 4 hrs by equilibrium dialysis method,A,CHEMBL4550517,COc1ccc(-c2cc(C(N)=O)nc3cc(COc4ccnc(C)c4)nn23)c(F)c1,CHEMBL612558,Homo sapiens,Fu,%,=,3.0,
10111,18873636,CHEMBL4310455,Fraction unbound in human plasma after 4 hrs by equilibrium dialysis method,A,CHEMBL4435396,NC(=O)c1cc(-c2ccc(F)cc2)n2nc(COc3ccnc(C(F)(F)F)c3)cc2n1,CHEMBL612558,Homo sapiens,Fu,%,=,1.0,
10112,18873657,CHEMBL4310455,Fraction unbound in human plasma after 4 hrs by equilibrium dialysis method,A,CHEMBL4550009,NC(=O)c1cc(-c2ccc(F)cc2F)n2nc(COc3ccnc(C(F)(F)F)c3)cc2n1,CHEMBL612558,Homo sapiens,Fu,%,=,3.0,
10113,18873665,CHEMBL4310455,Fraction unbound in human plasma after 4 hrs by equilibrium dialysis method,A,CHEMBL4569114,COc1ccc(-c2cc(C(N)=O)nc3cc(COc4ccnc(C(F)(F)F)c4)nn23)c(F)c1,CHEMBL612558,Homo sapiens,Fu,%,=,3.0,
10114,18873673,CHEMBL4310455,Fraction unbound in human plasma after 4 hrs by equilibrium dialysis method,A,CHEMBL4533083,NC(=O)c1cc(-c2ccc(F)cc2)n2nc(COc3ccnc(Br)c3)cc2n1,CHEMBL612558,Homo sapiens,Fu,%,=,3.0,
10115,18873681,CHEMBL4310455,Fraction unbound in human plasma after 4 hrs by equilibrium dialysis method,A,CHEMBL4549344,COc1ccc(-c2cc(C(N)=O)nc3cc(COc4ccc(C(F)(F)F)nc4)nn23)c(F)c1,CHEMBL612558,Homo sapiens,Fu,%,=,3.0,
10116,18873697,CHEMBL4310455,Fraction unbound in human plasma after 4 hrs by equilibrium dialysis method,A,CHEMBL4575990,NC(=O)c1cc(-c2ccc(F)cc2)n2nc(CCc3ccnc(C(F)(F)F)c3)cc2n1,CHEMBL612558,Homo sapiens,Fu,%,=,2.0,
10117,18873723,CHEMBL4310455,Fraction unbound in human plasma after 4 hrs by equilibrium dialysis method,A,CHEMBL4541942,Cc1ccc(OCc2cc3nc(C(N)=O)cc(-c4ccc(F)cc4)c3s2)cn1,CHEMBL612558,Homo sapiens,Fu,%,=,5.0,
10118,18873755,CHEMBL4310455,Fraction unbound in human plasma after 4 hrs by equilibrium dialysis method,A,CHEMBL4475753,COc1ccc(-c2cc(C(N)=O)nc3cc(COc4cnc(C)nc4)sc23)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,1.0,
10119,18873784,CHEMBL4310455,Fraction unbound in human plasma after 4 hrs by equilibrium dialysis method,A,CHEMBL4527834,C[C@@H]1CN(Cc2cc3nc(C(N)=O)cc(-c4ccc(F)cc4)c3s2)C[C@H](C)O1,CHEMBL612558,Homo sapiens,Fu,%,=,1.0,
10139,22434553,CHEMBL4677338,Protein binding in human plasma assessed as unbound fraction,A,CHEMBL4753511,CC(C)n1nc2c(c1-c1ccc(F)cc1)CCNCC2,CHEMBL612558,Homo sapiens,Fu,%,=,30.0,
10140,22765022,CHEMBL4703072,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL38434,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,CHEMBL612558,Homo sapiens,Fu,%,=,0.38999999999999996,
10141,22765023,CHEMBL4703072,Plasma protein binding in human assessed as unbound fraction,A,CHEMBL4744558,CONC(=O)c1c(C)c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc12,CHEMBL612558,Homo sapiens,Fu,%,=,0.5499999999999999,
10142,22898631,CHEMBL4731175,Protein binding in human plasma assessed as free fraction,A,CHEMBL4750440,O=C(c1ccccc1-c1ncccn1)N1[C@@H]2CC[C@H]1[C@H](Nc1cnc(C(F)(F)F)cn1)C2,CHEMBL612558,Homo sapiens,Fu,%,=,15.0,
10143,22898632,CHEMBL4731175,Protein binding in human plasma assessed as free fraction,A,CHEMBL4786307,O=C(c1cccc(F)c1-c1ncccn1)N1[C@@H]2CC[C@H]1[C@H](Nc1cnc(C(F)(F)F)cn1)C2,CHEMBL612558,Homo sapiens,Fu,%,=,20.0,
10144,22898633,CHEMBL4731175,Protein binding in human plasma assessed as free fraction,A,CHEMBL4752792,O=C(c1cccc(F)c1-c1ncccn1)N1[C@@H]2CC[C@H]1[C@H](Nc1ncc(C(F)(F)F)cc1F)C2,CHEMBL612558,Homo sapiens,Fu,%,=,5.6000000000000005,
10147,24783249,CHEMBL5130099,Unbound fraction in human liver,A,CHEMBL3980161,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccc(-c5noc(C)n5)cc4[nH]3)C[C@H]2C)n1,CHEMBL612558,Homo sapiens,Fu,%,=,3.8,
10149,24869455,CHEMBL5152662,Protein binding in human plasma assessed as unbound fraction,A,CHEMBL4851021,C=CC(=O)N1CC[C@@H](NC(=O)c2sc3nccc4c3c2NC(=O)N4c2ccc(Oc3ccccc3)cc2C)C1,CHEMBL612558,Homo sapiens,Fu,%,=,0.16,
10150,24869456,CHEMBL5152662,Protein binding in human plasma assessed as unbound fraction,A,CHEMBL5206366,C=CC(=O)N[C@H]1CCC[C@H]1NC(=O)c1sc2nccc3c2c1NC(=O)N3[C@@H]1CN=C(CC(C)C)C=C1C,CHEMBL612558,Homo sapiens,Fu,%,=,3.1,
10152,25090974,CHEMBL5258206,Protein binding in human plasma assessed as fraction unbound incubated for 4 hrs by equilibrium dialysis based LC/MS/MS analysis,A,CHEMBL4797139,FC(F)(F)c1nccc2cc(Nc3n[nH]c4ncccc34)ccc12,CHEMBL612558,Homo sapiens,Fu,%,=,1.6,
10153,25668442,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5421381,CCCCCCCC(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,59.0,
10154,25668443,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5430857,CCCCCCCCCCC(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,9.0,
10155,25668444,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5432744,CCCCCCCCCCCC(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,3.0,
10156,25668445,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5439176,CCCCCCCCCCCCC(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,1.0,
10157,25668446,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5416616,Cc1cc(-c2ccccc2)ccc1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,34.0,
10158,25668447,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5394664,C[C@@H]1NC(=O)[C@@H](N(C)C(=O)[C@H](CCN)NC(=O)c2ccc(-c3ccc(Cl)cc3)cc2)c2ccc(OCCN)c(c2)-c2cc(ccc2OCCN)C[C@@H](C(=O)NCC#N)NC1=O,CHEMBL612558,Homo sapiens,Fu,%,=,20.0,
10159,25668448,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5430026,Cc1cc(-c2ccc(Cl)cc2)ccc1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,13.0,
10160,25668449,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5424091,CCc1ccc(-c2ccc(C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]3C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc4ccc(OCCN)c(c4)-c4cc3ccc4OCCN)c(C)c2)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,5.3,
10161,25668450,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5432904,Cc1cc(-c2ccc(C(F)(F)F)cc2)ccc1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,7.8,
10162,25668451,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5412759,Cc1cc(-c2ccc(C(C)C)cc2)ccc1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,8.6,
10163,25668452,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5440190,Cc1cc(-c2ccc(C(C)(C)C)cc2)ccc1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,0.1,
10164,25668453,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5420163,Cc1cc(-c2ccc(-c3ccccc3)cc2)ccc1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,1.7000000000000002,
10165,25668454,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5436431,Cc1cc(-c2ccc(CC(C)C)cc2)ccc1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,0.1,
10166,25668455,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5407946,Cc1nc(-c2ccc(C(C)(C)C)cc2)nc(N)c1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,12.0,
10167,25668456,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5410707,Cc1nc(-c2ccc(C(C)(C)C)cc2)ncc1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,23.0,
10168,25668457,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5420869,C[C@@H]1NC(=O)[C@@H](N(C)C(=O)[C@H](CCN)NC(=O)c2ccc(-c3ccc(C(C)(C)C)cc3)nc2N)c2ccc(OCCN)c(c2)-c2cc(ccc2OCCN)C[C@@H](C(=O)NCC#N)NC1=O,CHEMBL612558,Homo sapiens,Fu,%,=,6.3,
10169,25668458,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5414997,Cc1cc(-c2ccc(C(C)(C)C)cc2)nc(N)c1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,5.800000000000001,
10170,25668459,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5419137,Cc1nc(-c2ccc(C(C)(C)C)cc2)nc(C)c1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,22.0,
10171,25668460,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5403180,Cc1cc(-c2ccc(C(C)(C)C)cc2)ncc1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,11.0,
10172,25668461,CHEMBL5375621,Unbound fraction in human plasma at 5 uM measured after 24 hrs by LC-MS/MS analysis,A,CHEMBL5416510,Cc1cc(-c2ccc(C(C)(C)C)cc2)nc(C)c1C(=O)N[C@@H](CCN)C(=O)N(C)[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)NCC#N)Cc2ccc(OCCN)c(c2)-c2cc1ccc2OCCN,CHEMBL612558,Homo sapiens,Fu,%,=,8.3,
10175,399786,CHEMBL767364,"Protein binding affinity in human plasma, expressed as percent unbound (free)",F,CHEMBL44226,Cc1cc(C(F)(F)F)c(N)c(=O)n1CC(=O)NCc1cc(Cl)ccc1OCC(=O)NCCCN(C)C,CHEMBL372,Homo sapiens,Unbound,%,=,18.0,
10180,12183271,CHEMBL2211965,Fraction unbound in human plasma,A,CHEMBL2204294,N#CC1(c2ccccn2)CCN(Cc2cc(C(=O)NC3CCOCC3)c(=O)n3ccccc23)CC1,CHEMBL613424,Homo sapiens,Fu,%,=,49.0,
10184,15076083,CHEMBL3390702,Fraction unbound in human plasma,A,CHEMBL125021,CCOC(=O)c1ccc(-c2nn(Cc3ccccc3)c3ccccc23)cc1,CHEMBL613424,Homo sapiens,Fu,%,,,
10185,15076084,CHEMBL3390702,Fraction unbound in human plasma,A,CHEMBL3334887,CCOC(=O)c1ccc(-c2cn(Cc3ccccc3)c3ccccc23)cc1,CHEMBL613424,Homo sapiens,Fu,%,,,
10186,15076085,CHEMBL3390702,Fraction unbound in human plasma,A,CHEMBL1609104,Cn1c(CO)c(-c2ccccc2)c2cc([N+](=O)[O-])ccc21,CHEMBL613424,Homo sapiens,Fu,%,=,0.6,
10187,15076103,CHEMBL3390702,Fraction unbound in human plasma,A,CHEMBL3334895,COc1ccc(-c2c(CO)n(C)c3ccc(S(C)(=O)=O)cc23)cn1,CHEMBL613424,Homo sapiens,Fu,%,=,2.6,
10188,15119284,CHEMBL3383662,Fraction unbound in human plasma,A,CHEMBL3335537,c1ccc(CC[C@@H]2CN(Cc3nc4ccccc4[nH]3)CCO2)cc1,CHEMBL613424,Homo sapiens,Fu,%,=,6.1,
10189,15119285,CHEMBL3383662,Fraction unbound in human plasma,A,CHEMBL3335556,Clc1ccc(CN2CCO[C@H](CCc3ccccc3)C2)cc1,CHEMBL613424,Homo sapiens,Fu,%,=,1.2,
10190,15191911,CHEMBL3414378,Fraction unbound in human plasma at 10 uM after 5 hrs by LC-MS/MS analysis,A,CHEMBL3407774,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cnccn4)nc31)[C@H](O)[C@@H]2O,CHEMBL613424,Homo sapiens,Fu,%,=,61.199999999999996,
10191,15191963,CHEMBL3414378,Fraction unbound in human plasma at 10 uM after 5 hrs by LC-MS/MS analysis,A,CHEMBL3407778,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccco4)nc31)[C@H](O)[C@@H]2O,CHEMBL613424,Homo sapiens,Fu,%,=,24.2,
10192,15192034,CHEMBL3414378,Fraction unbound in human plasma at 10 uM after 5 hrs by LC-MS/MS analysis,A,CHEMBL3407784,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Cl)s4)nc31)[C@H](O)[C@@H]2O,CHEMBL613424,Homo sapiens,Fu,%,=,2.67,
10193,15193246,CHEMBL3414378,Fraction unbound in human plasma at 10 uM after 5 hrs by LC-MS/MS analysis,A,CHEMBL3407785,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Br)s4)nc31)[C@H](O)[C@@H]2O,CHEMBL613424,Homo sapiens,Fu,%,=,2.67,
10194,15450895,CHEMBL3536147,Unbound fraction in human gut,A,CHEMBL1672054,CC(=O)N1CCN([C@H]2CCN(C(=O)N(C)[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,CHEMBL612546,Homo sapiens,Fu,%,=,100.0,
10195,15459536,CHEMBL3529399,"Fraction unbound in human at 4 mg, po twice daily for 8 days",A,CHEMBL1382,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,CHEMBL3879801,Homo sapiens,Fu,%,=,3.6999999999999997,
10196,15461333,CHEMBL3536375,Fraction unbound in human liver microsomes containing CYP2D6 after 60 mins,A,CHEMBL2386594,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL2367379,Homo sapiens,Fu,%,=,80.0,
10197,15461338,CHEMBL3536375,Fraction unbound in human liver microsomes containing CYP2D6 after 60 mins,A,CHEMBL1642,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL2367379,Homo sapiens,Fu,%,=,80.0,
10198,15470241,CHEMBL3533306,Fraction unbound in human kidney microsomes at 5 uM after 30 to 60 mins by LC-MS/MS analysis,A,CHEMBL526,CC(C)c1cccc(C(C)C)c1O,CHEMBL612558,Homo sapiens,Fu,%,=,69.0,
10201,16544891,CHEMBL3790153,Unbound fraction in human serum,A,CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,CHEMBL612546,Homo sapiens,Fu,%,=,8.0,
10214,18375251,CHEMBL4144322,Unbound fraction in human microsomes,A,CHEMBL4174931,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccccc2)[C@@H](C)C(F)(F)F)C1=O,CHEMBL612558,Homo sapiens,Fu,%,=,56.00000000000001,
10215,18375252,CHEMBL4144322,Unbound fraction in human microsomes,A,CHEMBL4170186,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccccc2)[C@H](C2CC2)C(F)(F)F)C1=O,CHEMBL612558,Homo sapiens,Fu,%,=,22.0,
10216,18375253,CHEMBL4144322,Unbound fraction in human microsomes,A,CHEMBL4166626,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccccc2)[C@@H](C)C2CC2)C1=O,CHEMBL612558,Homo sapiens,Fu,%,=,48.0,
10218,18581023,CHEMBL4222780,Fraction unbound in human plasma at 5 uM incubated for 4 hrs at 37 degC by LC-MS/MS method,A,CHEMBL4226803,CCc1ccc(N(CC(C)C)S(=O)(=O)c2ccc(OCC3CCOCC3)c([S@@](C)(=N)=O)c2)cc1,CHEMBL612558,Homo sapiens,Fu,%,=,4.8,
