activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles,clint,units,assay_class
11015908,CHEMBL2092011,CHEMBL2087078,CL,mL.min-1.kg-1,=,7.7,CHEMBL375,Mus musculus,"Clearance in mouse at 1 mg/kg, iv",A,C[C@H](O)CONC(=O)c1oc2c(F)cncc2c1Nc1ccc(I)cc1F,7.7,mL.min-1.kg-1,species_only_mouse
11017068,CHEMBL2092438,CHEMBL2087474,CL,mL.min-1.kg-1,=,10.0,CHEMBL375,Mus musculus,Clearance in BALB-C mouse,A,CS(=O)(=O)N1CCN(Cc2cn3cc(-c4cnc(N)nc4)nc(N4CCOCC4)c3n2)CC1,10.0,mL.min-1.kg-1,species_only_mouse
11018906,CHEMBL2089940,CHEMBL2086690,CL,mL.min-1.kg-1,=,49.0,CHEMBL375,Mus musculus,"Plasma clearance in C57BL6 mouse at 2 mg/kg, iv and 5 mg/kg, po",A,CC(C)c1nc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)no1,49.0,mL.min-1.kg-1,species_only_mouse
12045818,CHEMBL2154731,CHEMBL594902,CL,mL.min-1.kg-1,=,15.0,CHEMBL375,Mus musculus,"Clearance in fasted C57BL6 mouse at 2 mg/kg, iv and 10 mg/kg, po by LC-MS-MS analysis",A,Cc1nnc(-c2ccc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nn2)s1,15.0,mL.min-1.kg-1,species_only_mouse
12045829,CHEMBL2154806,CHEMBL2153602,CL,mL.min-1.kg-1,=,41.0,CHEMBL375,Mus musculus,"Clearance in fasted C57BL6 mouse at 2 mg/kg, iv and 10 mg/kg, po BID",A,O=C([O-])Cn1nnc(-c2cc(N3CCC(Oc4cc(F)ccc4Br)CC3)no2)n1.[Na+],41.0,mL.min-1.kg-1,species_only_mouse
12047380,CHEMBL2157733,CHEMBL2152768,CL,mL.min-1.kg-1,=,53.0,CHEMBL375,Mus musculus,"Clearance in CD1 mouse at 1 mg/kg, iv",A,CC(C)(O)C1CCN(Cc2ccc3nc(-c4c(F)ccc5[nH]ccc45)nc(N4CCOCC4)c3n2)CC1,53.0,mL.min-1.kg-1,species_only_mouse
12049244,CHEMBL2155478,CHEMBL2151100,CL,mL.min-1.kg-1,=,3.333,CHEMBL375,Mus musculus,Clearance in iv dosed mouse,A,CCc1cc(Nc2nc(-c3ccc(-n4cnc(C)c4)c(F)c3)cs2)c(C)cc1C,3.333,mL.min-1.kg-1,species_only_mouse
12050469,CHEMBL2154580,CHEMBL2151148,CL,mL.min-1.kg-1,=,93.33,CHEMBL375,Mus musculus,"Clearance in mouse at 2 mg/kg, iv",A,CCc1ccc2c(c1)[C@@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(-c3ccccn3)c(=O)n(C3CCCC3)c1)CC1(CCC1)O2,93.33,mL.min-1.kg-1,species_only_mouse
12050558,CHEMBL2156144,CHEMBL565612,CL,mL.min-1.kg-1,=,45.0,CHEMBL375,Mus musculus,"Total plasma clearance in Balb/c mouse at 5 mg/kg, iv",A,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,45.0,mL.min-1.kg-1,species_only_mouse
12052164,CHEMBL2156396,CHEMBL2153191,CL,mL.min-1.kg-1,=,16.0,CHEMBL375,Mus musculus,Plasma clearance in mouse at 1 to 3 mg/kg,A,CCCSc1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,16.0,mL.min-1.kg-1,species_only_mouse
12053247,CHEMBL2155122,CHEMBL2152070,CL,mL.min-1.kg-1,=,3.0,CHEMBL375,Mus musculus,"Clearance in mouse at 5 mg/kg, po and 1 mg/kg, iv",A,COc1ccc(F)c(-c2ccc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)cc2C2=CCCC2(C)C)c1,3.0,mL.min-1.kg-1,species_only_mouse
12054724,CHEMBL2155226,CHEMBL2152223,CL,mL.min-1.kg-1,=,0.09,CHEMBL375,Mus musculus,Clearance in BALB/c mouse,A,Cc1c(Cl)cccc1S(=O)(=O)N1CCC[C@]1(C)C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2,0.09,mL.min-1.kg-1,species_only_mouse
12054725,CHEMBL2155226,CHEMBL2152237,CL,mL.min-1.kg-1,=,0.06,CHEMBL375,Mus musculus,Clearance in BALB/c mouse,A,C[C@]1(C(=O)N[C@H]2C3CC4CC2C[C@](O)(C4)C3)CCCN1S(=O)(=O)c1cccc2cccnc12,0.06,mL.min-1.kg-1,species_only_mouse
12055885,CHEMBL2153891,CHEMBL2152383,CL,mL.min-1.kg-1,=,8.4,CHEMBL375,Mus musculus,"Clearance in C57 mouse at 5 mg/kg, iv",A,COC(=O)c1c(Cc2ccc(C(=O)N[C@@H]3[C@@H]4C[C@@H]5C[C@H]3C[C@@](O)(C5)C4)cc2)c(=O)c2cccnc2n1-c1ccccc1,8.4,mL.min-1.kg-1,species_only_mouse
12055886,CHEMBL2153891,CHEMBL2152387,CL,mL.min-1.kg-1,=,8.5,CHEMBL375,Mus musculus,"Clearance in C57 mouse at 5 mg/kg, iv",A,COC(=O)c1c(Cc2ccc(C(=O)N[C@H]3CC[C@H](O)CC3)cc2)c(=O)c2cccnc2n1-c1ccccc1,8.5,mL.min-1.kg-1,species_only_mouse
