activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles,clint,units,assay_class
22856630,CHEMBL4725005,CHEMBL3958686,CL,mL.min-1.g-1,=,3.9,CHEMBL612558,,Intrinsic clearance in mouse intestinal S9 fraction at 10 uM up to 60 min in presence of NADPH by LC-MS/MS analysis,A,Cc1c(Cc2ccc(OC(C)C)cc2)c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)nn1C(C)C,0.0039,mL.min-1.kg-1,hepatocyte_mouse
22856631,CHEMBL4725005,CHEMBL3960449,CL,mL.min-1.g-1,=,4.1,CHEMBL612558,,Intrinsic clearance in mouse intestinal S9 fraction at 10 uM up to 60 min in presence of NADPH by LC-MS/MS analysis,A,Cc1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(OC(C)C)cc1,0.0040999999999999995,mL.min-1.kg-1,hepatocyte_mouse
22856632,CHEMBL4725005,CHEMBL4795938,CL,mL.min-1.g-1,=,4.6,CHEMBL612558,,Intrinsic clearance in mouse intestinal S9 fraction at 10 uM up to 60 min in presence of NADPH by LC-MS/MS analysis,A,CSc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)cc1,0.0046,mL.min-1.kg-1,hepatocyte_mouse
22856633,CHEMBL4725005,CHEMBL3972664,CL,mL.min-1.g-1,=,4.8,CHEMBL612558,,Intrinsic clearance in mouse intestinal S9 fraction at 10 uM up to 60 min in presence of NADPH by LC-MS/MS analysis,A,CCc1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(SC)cc1,0.0048,mL.min-1.kg-1,hepatocyte_mouse
22856634,CHEMBL4725005,CHEMBL3908950,CL,mL.min-1.g-1,=,3.2,CHEMBL612558,,Intrinsic clearance in mouse intestinal S9 fraction at 10 uM up to 60 min in presence of NADPH by LC-MS/MS analysis,A,CSc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C)cc1,0.0032,mL.min-1.kg-1,hepatocyte_mouse
22856635,CHEMBL4725005,CHEMBL3980689,CL,mL.min-1.g-1,=,73.2,CHEMBL612558,,Intrinsic clearance in mouse intestinal S9 fraction at 10 uM up to 60 min in presence of NADPH by LC-MS/MS analysis,A,CSc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(F)(F)F)cc1,0.0732,mL.min-1.kg-1,hepatocyte_mouse
22889353,CHEMBL4728947,CHEMBL4759047,CL,mL.min-1.kg-1,=,11.0,CHEMBL612558,,Clearance in CD-1 mouse hepatocytes at 2 uM and measured up to 120 mins by LC-MS/MS analysis,A,Nc1nccc(COc2ccc3nc(N[C@@H]4CCCC[C@H]4O)sc3c2)c1Cl,11.0,mL.min-1.kg-1,hepatocyte_mouse
22889354,CHEMBL4728947,CHEMBL4748740,CL,mL.min-1.kg-1,=,21.0,CHEMBL612558,,Clearance in CD-1 mouse hepatocytes at 2 uM and measured up to 120 mins by LC-MS/MS analysis,A,COc1cc(OCc2ccnc(Nc3cnn(C)c3)n2)cc2sc(N[C@H]3CCCC[C@@H]3O)nc12,21.0,mL.min-1.kg-1,hepatocyte_mouse
22909092,CHEMBL4733869,CHEMBL4800252,CL,mL.min-1.kg-1,=,21.57,CHEMBL612558,,Metabolic stability in mouse hepatocytes assessed as intrinsic clearance,A,COC(=O)Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)c3cc(CN4CCN(S(C)(=O)=O)CC4)cn3n2)cn1,21.57,mL.min-1.kg-1,hepatocyte_mouse
23233039,CHEMBL4827393,CHEMBL4650316,CL,mL.min-1.kg-1,=,33.0,CHEMBL612558,,Intrinsic clearance in mouse hepatocytes measured up to 60 mins by LC/MS/MS analysis,A,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,33.0,mL.min-1.kg-1,hepatocyte_mouse
23238840,CHEMBL4828670,CHEMBL4856360,CL,mL.min-1.g-1,=,78.0,CHEMBL612558,,Metabolic stability in mouse hepatocytes assessed as intrinsic clearance,A,Cn1ncc2cc(-c3cnc4[nH]ccc4c3N3CCC4(CCNC4=O)CC3)ccc21,0.078,mL.min-1.kg-1,hepatocyte_mouse
23238841,CHEMBL4828670,CHEMBL4872958,CL,mL.min-1.g-1,=,59.0,CHEMBL612558,,Metabolic stability in mouse hepatocytes assessed as intrinsic clearance,A,Cn1ncc2cc(-c3cnc4[nH]ncc4c3N3CCC4(CCNC4=O)CC3)ccc21,0.059,mL.min-1.kg-1,hepatocyte_mouse
23238842,CHEMBL4828670,CHEMBL4851074,CL,mL.min-1.g-1,=,158.0,CHEMBL612558,,Metabolic stability in mouse hepatocytes assessed as intrinsic clearance,A,Cn1ncc2cc(-c3cnc4[nH]cnc4c3N3CCC4(CCNC4=O)CC3)ccc21,0.158,mL.min-1.kg-1,hepatocyte_mouse
