,activity_id,assay_chembl_id,molecule_chembl_id,type,standard_units,relation,standard_value,target_chembl_id,target_organism,assay_description,assay_type,smiles
4861,2625208,CHEMBL1008301,CHEMBL482844,LogD,,=,2.79,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,O=C(c1cc2cc(OC3CCN(C4CC4)CC3)ccc2n1CC(F)(F)F)N1CCOCC1
4862,2625209,CHEMBL1008301,CHEMBL496209,LogD,,=,-0.7,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Nc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1
4863,2625211,CHEMBL1008301,CHEMBL503643,LogD,,=,0.04,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CCOC(=O)c1cc2cc(C(=O)O)ccc2[nH]1
4864,2625212,CHEMBL1008301,CHEMBL522739,LogD,,=,1.97,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,O=C(c1ccc2c(c1)cc(C(=O)N1CCOCC1)n2CC(F)(F)F)N1CCN(C2CCC2)CC1
4865,2625213,CHEMBL1008301,CHEMBL496814,LogD,,=,-0.12,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,Cc1[nH]c2ccc(OC3CCN(C(C)C)CC3)cc2c1C(=O)N1CCOCC1
4866,2625214,CHEMBL1008301,CHEMBL497632,LogD,,=,0.61,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by shake-flask method",P,CC(C)N1CCC(Oc2cc3[nH]c(C(=O)N4CCOCC4)cc3cc2F)CC1
4963,2647909,CHEMBL1033105,CHEMBL539377,LogD,,=,0.49,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC",P,CN(C)C(=N)/N=C(\N)NSC1CCCCC1
4964,2647910,CHEMBL1033105,CHEMBL555524,LogD,,=,-0.76,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC",P,CN(C)C(=N)/N=C(\N)NSc1ccccc1
4965,2647911,CHEMBL1033105,CHEMBL1431,LogD,,=,-3.37,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC",P,CN(C)C(=N)NC(=N)N
4966,2647912,CHEMBL1032288,CHEMBL539377,LogD,,=,-1.1,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 4 by HPLC",P,CN(C)C(=N)/N=C(\N)NSC1CCCCC1
4967,2647913,CHEMBL1032288,CHEMBL555524,LogD,,=,-0.7,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 4 by HPLC",P,CN(C)C(=N)/N=C(\N)NSc1ccccc1
4968,2647914,CHEMBL1032288,CHEMBL1431,LogD,,=,-3.41,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 4 by HPLC",P,CN(C)C(=N)NC(=N)N
4969,2652186,CHEMBL1030152,CHEMBL559437,LogD,,=,4.35,CHEMBL2362975,,"Octanol-water partition coefficient, log D at pH 7.4",P,COC[C@@H](C1CC1)n1cc(Cl)nc(Nc2cc(C)c(OC)cc2C)c1=O
4980,2670699,CHEMBL1032037,CHEMBL561172,LogD,,=,2.6,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC-MS analysis",P,CC(Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1)C(=O)N(C)C
4981,2670700,CHEMBL1032037,CHEMBL559657,LogD,,=,2.9,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC-MS analysis",P,CNC(=O)C(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1
4982,2670705,CHEMBL1032037,CHEMBL561049,LogD,,=,1.1,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC-MS analysis",P,CC(CN)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1
4983,2670708,CHEMBL1032037,CHEMBL551977,LogD,,=,3.4,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC-MS analysis",P,CC(CCO)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1
4984,2670709,CHEMBL1032037,CHEMBL552311,LogD,,=,3.4,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC-MS analysis",P,CC(CO)Cc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1
4985,2670711,CHEMBL1032037,CHEMBL551911,LogD,,=,3.4,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC-MS analysis",P,CS(=O)(=O)c1ccc(Oc2cc(O[C@H]3CCC[C@H]3O)cc(C(=O)Nc3nccs3)c2)cc1
4986,2670712,CHEMBL1032037,CHEMBL563231,LogD,,=,2.4,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC-MS analysis",P,CS(=O)(=O)c1ccc(Oc2cc(OCCO)cc(C(=O)Nc3nccs3)c2)cc1
4987,2670713,CHEMBL1032037,CHEMBL551183,LogD,,=,2.7,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC-MS analysis",P,CC(CO)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1
4988,2670715,CHEMBL1032037,CHEMBL549417,LogD,,=,4.1,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC-MS analysis",P,CS(=O)(=O)c1ccc(Oc2cc(OC3CCOCC3)cc(C(=O)Nc3nccs3)c2)cc1
4989,2670716,CHEMBL1032037,CHEMBL562311,LogD,,=,4.0,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC-MS analysis",P,COCC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1
4990,2670718,CHEMBL1032037,CHEMBL552455,LogD,,=,4.2,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC-MS analysis",P,CS(=O)(=O)c1ccc(Oc2cc(OC3CCOC3)cc(C(=O)Nc3nccs3)c2)cc1
4991,2670721,CHEMBL1032037,CHEMBL561652,LogD,,=,2.7,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4 by HPLC-MS analysis",P,C[C@@H](CO)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1
4992,2674566,CHEMBL1024477,CHEMBL559456,LogD,,=,1.2,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,Clc1cccc(OC(c2cccnc2)C2CCNCC2)c1Cl
4993,2674567,CHEMBL1024477,CHEMBL563495,LogD,,=,0.9,CHEMBL2362975,,"Octanol-water distribution coefficient, log D at pH 7.4",P,Clc1cccc(OC(c2ccccn2)[C@H]2CCNC2)c1Cl
5014,128890,CHEMBL640127,CHEMBL148306,LogD7.4,,=,0.0,CHEMBL2362975,,Distribution coefficient in octanol/water at pH 7.4,P,COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1
5015,128899,CHEMBL640127,CHEMBL291962,LogD7.4,,=,-1.6,CHEMBL2362975,,Distribution coefficient in octanol/water at pH 7.4,P,CC(C)C[C@H](N)C(=O)O
5016,131464,CHEMBL640127,CHEMBL1994739,LogD7.4,,=,2.7,CHEMBL2362975,,Distribution coefficient in octanol/water at pH 7.4,P,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl
5017,132792,CHEMBL640127,CHEMBL1760,LogD7.4,,=,-1.1,CHEMBL2362975,,Distribution coefficient in octanol/water at pH 7.4,P,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
5018,135193,CHEMBL640127,CHEMBL154,LogD7.4,,=,0.3,CHEMBL2362975,,Distribution coefficient in octanol/water at pH 7.4,P,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
5019,142419,CHEMBL640127,CHEMBL577,LogD7.4,,=,-1.0,CHEMBL2362975,,Distribution coefficient in octanol/water at pH 7.4,P,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
5020,190629,CHEMBL627384,CHEMBL344847,LogD7.4,,=,2.71,CHEMBL2362975,,LogD distribution coefficient between octanol and PBS at pH7.4,P,FC(F)(F)c1cc(COCC(c2ccccc2)N2CCN(CCCCc3nnn[nH]3)CC2)cc(C(F)(F)F)c1
5021,194143,CHEMBL627384,CHEMBL136291,LogD7.4,,=,2.35,CHEMBL2362975,,LogD distribution coefficient between octanol and PBS at pH7.4,P,O=C(O)CN1CCN(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1
5022,195341,CHEMBL627384,CHEMBL109937,LogD7.4,,=,2.41,CHEMBL2362975,,LogD distribution coefficient between octanol and PBS at pH7.4,P,FC(F)(F)c1cc(COCC(c2ccccc2)N2CCNCC2)cc(C(F)(F)F)c1
5023,197564,CHEMBL627384,CHEMBL139499,LogD7.4,,=,3.26,CHEMBL2362975,,LogD distribution coefficient between octanol and PBS at pH7.4,P,NC(=O)CN1CCN([C@@H](COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1
5024,200604,CHEMBL635929,CHEMBL341975,LogD7.4,,=,3.59,CHEMBL2362975,,Log P values were calculated using Octanol / water at pH 7.4,P,CCN1C[C@@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2cccs2)NC(=O)[C@@H](CC(=O)N2CCOCC2)Cc2ccccc2)OC1=O
5025,208483,CHEMBL627384,CHEMBL336251,LogD7.4,,=,4.09,CHEMBL2362975,,LogD distribution coefficient between octanol and PBS at pH7.4,P,CCCCN1CCN(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1
5026,211335,CHEMBL629609,CHEMBL344272,LogD7.4,,=,2.83,CHEMBL2362975,,Log P values were calculated using Octanol / water at pH 7.4,P,CCN1C[C@@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2cscn2)NC(=O)[C@@H](CC(=O)N2CCOCC2)Cc2ccccc2)OC1=O
5027,212046,CHEMBL627384,CHEMBL139382,LogD7.4,,=,2.17,CHEMBL2362975,,LogD distribution coefficient between octanol and PBS at pH7.4,P,O=C(O)COCCN1CCN(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc2)CC1
5028,213742,CHEMBL629609,CHEMBL342864,LogD7.4,,=,2.49,CHEMBL2362975,,Log P values were calculated using Octanol / water at pH 7.4,P,CCN1C[C@@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2cc[nH]n2)NC(=O)[C@@H](CC(=O)N2CCOCC2)Cc2ccccc2)OC1=O
5029,215431,CHEMBL627384,CHEMBL136850,LogD7.4,,=,5.2,CHEMBL2362975,,LogD distribution coefficient between octanol and PBS at pH7.4,P,COc1cc(CN2CCN(C(COCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c3ccccc3)C(Cc3ccccc3)C2)cc(OC)c1OC
5030,217276,CHEMBL629609,CHEMBL345043,LogD7.4,,=,2.2,CHEMBL2362975,,Log P values were calculated using Octanol / water at pH 7.4,P,CCN1C[C@@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H](CC(=O)N2CCOCC2)Cc2ccccc2)OC1=O
5031,217289,CHEMBL629609,CHEMBL262306,LogD7.4,,=,2.16,CHEMBL2362975,,Log P values were calculated using Octanol / water at pH 7.4,P,CCN1C[C@@H]([C@H](O)[C@H](CC2CCCCC2)NC(=O)[C@H](Cc2cn(C)cn2)NC(=O)[C@@H](CC(=O)N2CCOCC2)Cc2ccccc2)OC1=O
5032,220255,CHEMBL627384,CHEMBL138824,LogD7.4,,=,2.64,CHEMBL2362975,,LogD distribution coefficient between octanol and PBS at pH7.4,P,C[C@H](OC[C@H](c1ccccc1)N1CCN(CCOCC(=O)O)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
5037,634199,CHEMBL627552,CHEMBL163981,LogD7.4,,=,2.47,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,N#Cc1cccc(Cn2cnc3ccccc32)c1
5038,636466,CHEMBL627552,CHEMBL162939,LogD7.4,,=,1.74,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,N#Cc1cccc(Cn2cccn2)c1
5039,636468,CHEMBL627552,CHEMBL349286,LogD7.4,,=,-1.98,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,O=C(O)c1cccc(Cc2ncccn2)c1
5040,637776,CHEMBL627552,CHEMBL14192,LogD7.4,,=,1.78,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,c1ccc(Cn2ccnc2)cc1
5041,640189,CHEMBL627552,CHEMBL164365,LogD7.4,,=,-2.37,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,O=C(O)Cc1ccc(Cn2ccnc2)cc1
5042,641496,CHEMBL627552,CHEMBL352888,LogD7.4,,=,1.7,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,NC(=O)c1cccc(Cn2cnc3ccccc32)c1
5043,642702,CHEMBL627552,CHEMBL439834,LogD7.4,,=,-0.61,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,O=C(O)c1ccc(Cn2cnc3ccccc32)cc1
5044,643986,CHEMBL627552,CHEMBL163641,LogD7.4,,=,-2.2,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,O=C(O)c1ccc(Cc2ncccn2)cc1
5045,646213,CHEMBL627552,CHEMBL163451,LogD7.4,,=,0.71,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,NC(=O)c1cccc(Cn2cccn2)c1
5046,647488,CHEMBL627552,CHEMBL162897,LogD7.4,,=,-1.65,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,O=C(O)c1ccc(Cn2cccn2)cc1
5047,647490,CHEMBL627552,CHEMBL162846,LogD7.4,,=,0.28,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,NC(=O)c1cccc(Cc2ncccn2)c1
5048,652261,CHEMBL627552,CHEMBL422194,LogD7.4,,=,-1.13,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,O=C(O)Cc1ccc(Cn2cnc3ccccc32)cc1
5049,652271,CHEMBL627552,CHEMBL423797,LogD7.4,,=,0.27,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,c1cc(Cn2cnc3ccccc32)cc(-c2nn[nH]n2)c1
5050,653407,CHEMBL627552,CHEMBL164271,LogD7.4,,=,-1.62,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,O=C(O)c1cccc(Cn2cccn2)c1
5051,658275,CHEMBL627552,CHEMBL163922,LogD7.4,,=,1.01,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,N#Cc1cccc(Cn2ccnc2)c1
5052,659511,CHEMBL627552,CHEMBL163429,LogD7.4,,=,1.46,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,N#Cc1cccc(Cc2ncccn2)c1
5053,659513,CHEMBL627552,CHEMBL352209,LogD7.4,,=,-1.11,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,NCc1cccc(Cc2ncccn2)c1
5054,660689,CHEMBL627552,CHEMBL348747,LogD7.4,,=,-1.8,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,O=C(O)Cc1ccc(Cn2cccn2)cc1
5055,661842,CHEMBL627552,CHEMBL347872,LogD7.4,,=,-1.28,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,c1cnc(Cc2cccc(-c3nn[nH]n3)c2)nc1
5056,665747,CHEMBL627552,CHEMBL347547,LogD7.4,,=,2.91,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,c1ccc(Cn2cnc3ccccc32)cc1
5057,665749,CHEMBL627552,CHEMBL163819,LogD7.4,,=,-0.01,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,NC(=O)c1cccc(Cn2ccnc2)c1
5058,668328,CHEMBL627552,CHEMBL159424,LogD7.4,,=,1.04,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,NS(=O)(=O)c1ccc(Cn2cnc3ccccc32)cc1
5059,668330,CHEMBL627552,CHEMBL163761,LogD7.4,,=,0.21,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,NCc1cccc(Cn2cnc3ccccc32)c1
5060,668332,CHEMBL627552,CHEMBL159431,LogD7.4,,=,-0.77,CHEMBL2362975,,Partition coefficient (logD7.4) measured using octanol and PBS at pH7.4,P,NCc1cccc(Cn2cccn2)c1
5105,1184558,CHEMBL646649,CHEMBL346177,LogD7.4,,=,,CHEMBL2362975,,Partition coefficient was determined by dividing the concentration of compound in 1-octanol by concentration in aqueous phase at pH 7.4,P,Clc1ccc2c(NCCCN3CCN(CCCN(Cc4ccc(Oc5ccccc5)cc4)Cc4ccc(Oc5ccccc5)cc4)CC3)ccnc2c1
5106,1185786,CHEMBL646649,CHEMBL76,LogD7.4,,=,0.93,CHEMBL2362975,,Partition coefficient was determined by dividing the concentration of compound in 1-octanol by concentration in aqueous phase at pH 7.4,P,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
5107,1188671,CHEMBL646649,CHEMBL153507,LogD7.4,,=,1.16,CHEMBL2362975,,Partition coefficient was determined by dividing the concentration of compound in 1-octanol by concentration in aqueous phase at pH 7.4,P,Clc1ccc2c(NCCCN3CCN(CCCN(CC4CC4)CC4CC4)CC3)ccnc2c1
5108,1198884,CHEMBL646649,CHEMBL152635,LogD7.4,,=,-0.96,CHEMBL2362975,,Partition coefficient was determined by dividing the concentration of compound in 1-octanol by concentration in aqueous phase at pH 7.4,P,CCCC(=O)NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1
5109,1198923,CHEMBL646649,CHEMBL345958,LogD7.4,,=,,CHEMBL2362975,,Partition coefficient was determined by dividing the concentration of compound in 1-octanol by concentration in aqueous phase at pH 7.4,P,O=[N+]([O-])c1ccc(CN(CCCN2CCN(CCCNc3ccnc4cc(Cl)ccc34)CC2)Cc2ccc([N+](=O)[O-])cc2)cc1
5110,1216235,CHEMBL646649,CHEMBL2111198,LogD7.4,,=,1.68,CHEMBL2362975,,Partition coefficient was determined by dividing the concentration of compound in 1-octanol by concentration in aqueous phase at pH 7.4,P,Clc1ccc2c(NCCCN3CCN(CCCN[C@@H]4Cc5ccccc5CN4)CC3)ccnc2c1
5111,1222616,CHEMBL646649,CHEMBL356811,LogD7.4,,=,1.92,CHEMBL2362975,,Partition coefficient was determined by dividing the concentration of compound in 1-octanol by concentration in aqueous phase at pH 7.4,P,CCCCN(CCCC)CCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1
5154,3303896,CHEMBL1119304,CHEMBL1085394,LogD7.4,,=,3.33,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4",P,CCCN1CC(C)(C)[C@@H](Oc2ccc(C#N)c(C(F)(F)F)c2)C1=O
5155,3303897,CHEMBL1119304,CHEMBL399887,LogD7.4,,=,3.4,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4",P,N#Cc1ccc(O[C@@H]2CCCC[C@H]2C#N)cc1C(F)(F)F
5156,3303898,CHEMBL1119304,CHEMBL1086099,LogD7.4,,=,3.73,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4",P,C[C@H](O)CC[C@H](C)Oc1ccc(C#N)c(C(F)(F)F)c1
5157,3303899,CHEMBL1119304,CHEMBL1085593,LogD7.4,,=,4.88,CHEMBL2362975,,"Octanol-buffer partition coefficient, log D at pH 7.4",P,CC1(C)CN(Cc2ccccc2)C(=O)[C@@H]1Oc1ccc(C#N)c(C(F)(F)F)c1
5306,12091198,CHEMBL2167965,CHEMBL2163729,LogD7.4,,=,-1.38,CHEMBL2362975,,"Octanol-water apparent partition coefficient, log D of the compound at pH 7.4",P,COCCOCCOc1ccnc(C2=N[C@@](C)(C(=O)[O-])CS2)c1O.[Na+]
5307,12091199,CHEMBL2167965,CHEMBL2163731,LogD7.4,,=,-0.96,CHEMBL2362975,,"Octanol-water apparent partition coefficient, log D of the compound at pH 7.4",P,COCCOCCOc1cccc(C2=N[C@@](C)(C(=O)[O-])CS2)c1O.[Na+]
5308,12091200,CHEMBL2167965,CHEMBL2163730,LogD7.4,,=,-1.59,CHEMBL2362975,,"Octanol-water apparent partition coefficient, log D of the compound at pH 7.4",P,COCCOCCOc1cnc(C2=N[C@@](C)(C(=O)[O-])CS2)c(O)c1.[Na+]
5309,12091201,CHEMBL2167965,CHEMBL1091900,LogD7.4,,=,-0.89,CHEMBL2362975,,"Octanol-water apparent partition coefficient, log D of the compound at pH 7.4",P,COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)[O-])CS2)c(O)c1.[Na+]
5310,12091202,CHEMBL2167965,CHEMBL2163732,LogD7.4,,=,-1.68,CHEMBL2362975,,"Octanol-water apparent partition coefficient, log D of the compound at pH 7.4",P,C[C@]1(C(=O)[O-])CSC(c2ncc(O)cc2O)=N1.[Na+]
5311,12091203,CHEMBL2167965,CHEMBL523672,LogD7.4,,=,-1.05,CHEMBL2362975,,"Octanol-water apparent partition coefficient, log D of the compound at pH 7.4",P,C[C@]1(C(=O)[O-])CSC(c2ccc(O)cc2O)=N1.[Na+]
5312,12091204,CHEMBL2167965,CHEMBL2163733,LogD7.4,,=,-0.34,CHEMBL2362975,,"Octanol-water apparent partition coefficient, log D of the compound at pH 7.4",P,C[C@]1(C(=O)[O-])CSC(c2ccccc2O)=N1.[Na+]
5313,12091205,CHEMBL2167965,CHEMBL63540,LogD7.4,,=,-1.77,CHEMBL2362975,,"Octanol-water apparent partition coefficient, log D of the compound at pH 7.4",P,C[C@]1(C(=O)[O-])CSC(c2ncccc2O)=N1.[Na+]
5314,15467864,CHEMBL3538407,CHEMBL24,LogD7.4,,=,0.14,CHEMBL2362975,,"Octanol-water apparent partition coefficient, logD of the compound at pH 7.4",P,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
5315,15467865,CHEMBL3538407,CHEMBL277474,LogD7.4,,=,0.33,CHEMBL2362975,,"Octanol-water apparent partition coefficient, logD of the compound at pH 7.4",P,Cc1cc(=O)n(-c2ccccc2)n1C
5316,15467866,CHEMBL3538407,CHEMBL13,LogD7.4,,=,1.79,CHEMBL2362975,,"Octanol-water apparent partition coefficient, logD of the compound at pH 7.4",P,COCCc1ccc(OCC(O)CNC(C)C)cc1
5317,15467867,CHEMBL3538407,CHEMBL429,LogD7.4,,=,2.69,CHEMBL2362975,,"Octanol-water apparent partition coefficient, logD of the compound at pH 7.4",P,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
5318,15467868,CHEMBL3538407,CHEMBL27,LogD7.4,,=,3.1,CHEMBL2362975,,"Octanol-water apparent partition coefficient, logD of the compound at pH 7.4",P,CC(C)NCC(O)COc1cccc2ccccc12
5319,15687937,CHEMBL3611911,CHEMBL3609184,LogD7.4,,=,-0.53,CHEMBL2362975,,"Octanol-TRIS buffer lipophilicity, logD (apparent partition coefficient) of the compound at pH 7.4 by shake flask method",P,C[C@]1(C(=O)O)CSC(c2ccc(OCCOCCO)cc2O)=N1
5320,15687944,CHEMBL3611911,CHEMBL3609185,LogD7.4,,=,-1.63,CHEMBL2362975,,"Octanol-TRIS buffer lipophilicity, logD (apparent partition coefficient) of the compound at pH 7.4 by shake flask method",P,C[C@]1(C(=O)O)CSC(c2ccc(OCCOCC(=O)O)cc2O)=N1
5321,15687973,CHEMBL3611911,CHEMBL1092665,LogD7.4,,=,0.89,CHEMBL2362975,,"Octanol-TRIS buffer lipophilicity, logD (apparent partition coefficient) of the compound at pH 7.4 by shake flask method",P,COCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1
5322,15687980,CHEMBL3611911,CHEMBL487465,LogD7.4,,=,-1.22,CHEMBL2362975,,"Octanol-TRIS buffer lipophilicity, logD (apparent partition coefficient) of the compound at pH 7.4 by shake flask method",P,COCCOCCOCCOc1cccc(C2=N[C@@](C)(C(=O)O)CS2)c1O
5323,15687993,CHEMBL3611911,CHEMBL35920,LogD7.4,,=,-0.7,CHEMBL2362975,,"Octanol-TRIS buffer lipophilicity, logD (apparent partition coefficient) of the compound at pH 7.4 by shake flask method",P,COc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1
5324,15688000,CHEMBL3611911,CHEMBL178046,LogD7.4,,=,-1.17,CHEMBL2362975,,"Octanol-TRIS buffer lipophilicity, logD (apparent partition coefficient) of the compound at pH 7.4 by shake flask method",P,C[C@]1(C(=O)O)CSC(c2cccc(O)c2O)=N1
5325,15688013,CHEMBL3611911,CHEMBL11301,LogD7.4,,=,-1.77,CHEMBL2362975,,"Octanol-TRIS buffer lipophilicity, logD (apparent partition coefficient) of the compound at pH 7.4 by shake flask method",P,C[C@]1(C(=O)O)CSC(c2ncccc2O)=N1
5326,15688736,CHEMBL3611911,CHEMBL432481,LogD7.4,,=,-1.05,CHEMBL2362975,,"Octanol-TRIS buffer lipophilicity, logD (apparent partition coefficient) of the compound at pH 7.4 by shake flask method",P,C[C@]1(C(=O)O)CSC(c2ccc(O)cc2O)=N1
5327,15688737,CHEMBL3611911,CHEMBL383735,LogD7.4,,=,-1.1,CHEMBL2362975,,"Octanol-TRIS buffer lipophilicity, logD (apparent partition coefficient) of the compound at pH 7.4 by shake flask method",P,COCCOCCOCCOc1ccc(C2=N[C@@](C)(C(=O)O)CS2)c(O)c1
5328,18255968,CHEMBL4055738,CHEMBL4083399,LogD7.4,,=,2.99,CHEMBL2362975,,"Apparent partition coefficient, log P of the compound in 1-octanol/phosphate buffer at pH 7.4 measured after 30 mins by HPLC analysis",P,CN(/N=N/c1ccc(C#N)cc1)C(=O)Cc1ccc(O)cc1
5329,18255969,CHEMBL4055738,CHEMBL4061581,LogD7.4,,=,4.32,CHEMBL2362975,,"Apparent partition coefficient, log P of the compound in 1-octanol/phosphate buffer at pH 7.4 measured after 30 mins by HPLC analysis",P,CN(/N=N/c1ccc(Br)cc1)C(=O)CCCCc1ccc(O)cc1
5330,18255970,CHEMBL4055738,CHEMBL4072959,LogD7.4,,=,4.0,CHEMBL2362975,,"Apparent partition coefficient, log P of the compound in 1-octanol/phosphate buffer at pH 7.4 measured after 30 mins by HPLC analysis",P,Cc1ccc(/N=N/N(C)C(=O)CCCCc2ccc(O)cc2)cc1
5331,18255971,CHEMBL4055738,CHEMBL4067412,LogD7.4,,=,4.0,CHEMBL2362975,,"Apparent partition coefficient, log P of the compound in 1-octanol/phosphate buffer at pH 7.4 measured after 30 mins by HPLC analysis",P,CC(=O)c1ccc(/N=N/N(C)C(=O)CCCCc2ccc(O)cc2)cc1
